2020-04-07 15:37:03.777651,2,17.0,34.398,34.398,696,696,27
2020-04-07 15:37:03.888101,2,12.0,58.659,58.659,696,696,27
2020-04-07 15:37:03.998588,2,11.5,55.519,55.519,696,696,27
2020-04-07 15:37:04.219395,2,9.0,21.056,21.056,696,696,27
2020-04-07 15:37:04.329836,2,7.0,27.74,27.74,696,696,27
2020-04-07 15:37:04.550715,2,6.0,25.838,25.838,696,696,27
2020-04-07 15:37:04.550875,2,5.0,13.135,13.135,696,696,27
2020-04-07 15:37:04.771503,2,4.5,11.439,11.439,696,696,27
2020-04-07 15:37:04.881974,2,4.0,9.967,9.967,696,696,27
2020-04-07 15:37:04.992434,2,4.0,9.373,9.373,696,696,27
2020-04-07 15:37:05.102880,2,3.5,12.145,12.145,696,696,27
2020-04-07 15:37:05.213333,2,3.0,9.121,9.121,696,696,27
2020-04-07 15:37:05.434244,2,3.0,0.59,0.59,696,696,27
2020-04-07 15:37:05.434412,2,3.0,0.306,0.306,696,696,27
2020-04-07 15:37:05.544814,2,3.0,8.704,8.704,696,696,27
2020-04-07 15:37:05.655273,1,20.0,8.87,8.87,704,704,27
2020-04-07 15:37:05.765897,1,5.0,2.298,2.298,704,704,27
2020-04-07 15:37:05.876390,1,23.0,6.676,6.676,704,704,27
2020-04-07 15:37:05.987085,1,26.0,0.0,0.0,704,704,27
2020-04-07 15:37:06.151530,1,28.5,0.0,0.0,704,704,27
2020-04-07 15:37:06.377490,1,30.0,0.0,0.0,704,704,27
2020-04-07 15:37:06.488016,1,31.5,0.0,0.0,704,704,27
2020-04-07 15:37:06.598727,1,32.0,0.0,0.0,704,704,27
2020-04-07 15:37:06.709263,2,19.0,11.001,11.001,704,704,27
2020-04-07 15:37:06.819826,2,17.0,38.106,38.106,704,704,27
2020-04-07 15:37:06.930312,2,12.0,59.928,59.928,704,704,27
2020-04-07 15:37:07.040831,2,10.0,32.159,32.159,704,704,27
2020-04-07 15:37:07.261743,2,7.5,14.627,14.627,704,704,27
2020-04-07 15:37:07.372295,2,6.5,23.696,23.696,704,704,27
2020-04-07 15:37:07.482826,2,6.0,36.674,36.674,704,704,27
2020-04-07 15:37:07.593431,2,5.0,16.905,16.905,704,704,27
2020-04-07 15:37:07.703929,2,4.0,11.791,11.791,704,704,27
2020-04-07 15:37:07.924921,2,4.0,11.438,11.438,704,704,27
2020-04-07 15:37:08.035441,2,4.0,12.862,12.862,704,704,27
2020-04-07 15:37:08.145976,2,3.5,9.542,9.542,704,704,27
2020-04-07 15:37:08.256471,2,3.0,8.621,8.621,704,704,27
2020-04-07 15:37:08.477260,2,3.0,5.487,5.487,704,704,27
2020-04-07 15:37:08.587859,2,3.0,8.621,8.621,704,704,27
2020-04-07 15:37:08.588063,1,26.5,2.586,2.586,718,718,27
2020-04-07 15:37:08.698697,1,15.0,0.0,0.0,718,718,27
2020-04-07 15:37:08.809240,1,20.5,9.625,9.625,718,718,27
2020-04-07 15:37:08.919775,1,23.5,8.953,8.953,718,718,27
2020-04-07 15:37:09.141160,1,26.5,0.0,0.0,718,718,27
2020-04-07 15:37:09.254497,1,29.0,0.0,0.0,718,718,27
2020-04-07 15:37:09.479705,1,30.5,9.625,9.625,718,718,27
2020-04-07 15:37:09.591113,1,31.5,0.0,0.0,718,718,27
2020-04-07 15:37:09.702469,2,19.0,0.0,0.0,718,718,27
2020-04-07 15:37:09.702790,2,18.5,11.263,11.263,718,718,27
2020-04-07 15:37:09.814407,2,16.0,34.964,34.964,718,718,27
2020-04-07 15:37:09.814679,2,14.5,61.517,61.517,718,718,27
2020-04-07 15:37:09.925268,2,12.0,78.33,78.33,718,718,27
2020-04-07 15:37:10.037145,2,10.5,49.056,49.056,718,718,27
2020-04-07 15:37:10.259641,2,8.0,19.229,19.229,718,718,27
2020-04-07 15:37:10.370371,2,7.5,18.451,18.451,718,718,27
2020-04-07 15:37:10.481133,2,6.0,21.576,21.576,718,718,27
2020-04-07 15:37:10.592354,2,5.0,23.426,23.426,718,718,27
2020-04-07 15:37:10.703641,2,5.0,15.377,15.377,718,718,27
2020-04-07 15:37:10.927083,2,4.0,12.773,12.773,718,718,27
2020-04-07 15:37:11.038616,2,4.0,9.542,9.542,718,718,27
2020-04-07 15:37:11.149884,2,3.5,11.79,11.79,718,718,27
2020-04-07 15:37:11.260797,2,3.0,12.682,12.682,718,718,27
2020-04-07 15:37:11.483889,2,3.0,0.59,0.59,718,718,27
2020-04-07 15:37:11.595071,2,3.0,7.315,7.315,718,718,27
2020-04-07 15:37:11.595369,1,17.0,5.78,5.78,739,739,27
2020-04-07 15:37:11.706572,1,10.0,0.0,0.0,739,739,27
2020-04-07 15:37:11.928769,1,21.5,9.625,9.625,739,739,27
2020-04-07 15:37:12.039886,1,25.0,0.0,0.0,739,739,27
2020-04-07 15:37:12.262642,1,27.5,0.0,0.0,739,739,27
2020-04-07 15:37:12.374584,1,30.5,0.0,0.0,739,739,27
2020-04-07 15:37:12.526269,1,31.0,6.438,6.438,739,739,27
2020-04-07 15:37:12.747877,2,18.0,0.0,0.0,739,739,27
2020-04-07 15:37:12.858414,2,17.0,40.715,40.715,739,739,27
2020-04-07 15:37:12.968926,2,12.0,65.245,65.245,739,739,27
2020-04-07 15:37:13.189756,2,9.0,22.372,22.372,739,739,27
2020-04-07 15:37:13.300413,2,8.5,17.166,17.166,739,739,27
2020-04-07 15:37:13.410927,2,6.5,28.832,28.832,739,739,27
2020-04-07 15:37:13.631680,2,5.5,34.398,34.398,739,739,27
2020-04-07 15:37:13.742180,2,5.0,19.741,19.741,739,739,27
2020-04-07 15:37:13.852702,2,4.0,10.052,10.052,739,739,27
2020-04-07 15:37:13.963381,2,4.0,11.35,11.35,739,739,27
2020-04-07 15:37:14.073877,2,4.0,10.052,10.052,739,739,27
2020-04-07 15:37:14.294904,2,3.0,7.882,7.882,739,739,27
2020-04-07 15:37:14.405579,2,3.0,7.882,7.882,739,739,27
2020-04-07 15:37:14.520242,2,3.0,6.597,6.597,739,739,27
2020-04-07 15:37:14.634967,2,3.0,4.902,4.902,739,739,27
